customer_id,customer_name,email,phone,address,city,country,registration_date
CUST000025,Customer 25,customer25@example.com,0987848780,988 Street,Nha Trang,Japan,2024-10-16
CUST000026,Customer 26,customer26@example.com,0987493640,788 Street,Hai Phong,Singapore,2024-02-25
CUST000027,Customer 27,customer27@example.com,0987435674,841 Street,Hue,USA,2023-07-07
CUST000028,Customer 28,customer28@example.com,0987294505,555 Street,Can Tho,Vietnam,2025-03-30
CUST000029,Customer 29,customer29@example.com,0987302072,194 Street,Nha Trang,USA,2024-03-26
CUST000030,Customer 30,customer30@example.com,0987916280,634 Street,Nha Trang,Australia,2024-09-10
CUST000031,Customer 31,customer31@example.com,0987240738,268 Street,Can Tho,UK,2025-09-04
CUST000032,Customer 32,customer32@example.com,0987532794,567 Street,Hue,Japan,2025-02-21
CUST000033,Customer 33,customer33@example.com,0987306740,163 Street,Ho Chi Minh,Korea,2024-03-20
CUST000034,Customer 34,customer34@example.com,0987173327,88 Street,Da Nang,Korea,2024-10-04
CUST000035,Customer 35,customer35@example.com,0987289589,903 Street,Ho Chi Minh,Vietnam,2024-05-01
CUST000036,Customer 36,customer36@example.com,0987442676,243 Street,Hue,USA,2024-08-26
CUST000037,Customer 37,customer37@example.com,0987458412,359 Street,Nha Trang,Australia,2023-06-13
CUST000038,Customer 38,customer38@example.com,0987613549,577 Street,Hai Phong,Vietnam,2025-06-28
CUST000039,Customer 39,customer39@example.com,0987670309,922 Street,Hue,Singapore,2023-05-05
CUST000040,Customer 40,customer40@example.com,0987794941,774 Street,Hue,Australia,2023-07-20
CUST000041,Customer 41,customer41@example.com,0987382648,343 Street,Hai Phong,Australia,2023-08-01
CUST000042,Customer 42,customer42@example.com,0987238373,877 Street,Hai Phong,UK,2024-07-04
CUST000043,Customer 43,customer43@example.com,0987491560,991 Street,Ho Chi Minh,Singapore,2023-07-11
CUST000044,Customer 44,customer44@example.com,0987967947,174 Street,Hai Phong,Korea,2025-01-21
CUST000045,Customer 45,customer45@example.com,0987529618,851 Street,Vung Tau,Japan,2025-01-15
CUST000046,Customer 46,customer46@example.com,0987700803,251 Street,Hanoi,Singapore,2023-04-24
CUST000047,Customer 47,customer47@example.com,0987881130,96 Street,Hanoi,UK,2023-05-15
CUST000048,Customer 48,customer48@example.com,0987744395,833 Street,Ho Chi Minh,USA,2025-02-03
CUST000049,Customer 49,customer49@example.com,0987361386,886 Street,Hanoi,USA,2024-01-29
CUST000050,Customer 50,customer50@example.com,0987498211,650 Street,Can Tho,Singapore,2025-09-05
CUST000051,Customer 51,customer51@example.com,0987596566,794 Street,Vung Tau,Japan,2024-03-30
CUST000052,Customer 52,customer52@example.com,0987942449,600 Street,Nha Trang,UK,2025-05-14
CUST000053,Customer 53,customer53@example.com,0987451588,832 Street,Nha Trang,Singapore,2025-10-23
CUST000054,Customer 54,customer54@example.com,0987261105,492 Street,Hanoi,Singapore,2025-02-18
CUST000055,Customer 55,customer55@example.com,0987294070,658 Street,Nha Trang,Japan,2025-05-26
CUST000056,Customer 56,customer56@example.com,0987602060,1 Street,Hanoi,Korea,2024-12-06
CUST000057,Customer 57,customer57@example.com,0987595195,136 Street,Hai Phong,Vietnam,2025-12-02
CUST000058,Customer 58,customer58@example.com,0987345729,102 Street,Hue,Japan,2024-06-02
CUST000059,Customer 59,customer59@example.com,0987854881,292 Street,Hai Phong,UK,2024-12-25
CUST000060,Customer 60,customer60@example.com,0987101473,80 Street,Nha Trang,Korea,2025-09-24
CUST000061,Customer 61,customer61@example.com,0987771966,126 Street,Can Tho,Singapore,2023-12-08
CUST000062,Customer 62,customer62@example.com,0987477275,611 Street,Hanoi,Japan,2023-10-31
CUST000063,Customer 63,customer63@example.com,0987760834,32 Street,Da Nang,Vietnam,2025-06-23
CUST000064,Customer 64,customer64@example.com,0987785378,275 Street,Hue,USA,2023-09-03
CUST000065,Customer 65,customer65@example.com,0987239219,261 Street,Hue,Japan,2024-09-22
CUST000066,Customer 66,customer66@example.com,0987371005,828 Street,Can Tho,Australia,2023-11-17
CUST000067,Customer 67,customer67@example.com,0987818994,483 Street,Hanoi,Vietnam,2024-07-14
CUST000068,Customer 68,customer68@example.com,0987713288,171 Street,Can Tho,Australia,2023-09-19
CUST000069,Customer 69,customer69@example.com,0987178906,447 Street,Vung Tau,Singapore,2025-02-19
CUST000070,Customer 70,customer70@example.com,0987938929,610 Street,Can Tho,Australia,2025-07-07
CUST000071,Customer 71,customer71@example.com,0987932069,940 Street,Nha Trang,Korea,2024-03-13
CUST000072,Customer 72,customer72@example.com,0987695951,24 Street,Vung Tau,USA,2023-04-11
CUST000073,Customer 73,customer73@example.com,0987460224,365 Street,Nha Trang,Australia,2024-04-07
CUST000074,Customer 74,customer74@example.com,0987478547,870 Street,Da Nang,USA,2024-10-18
CUST000075,Customer 75,customer75@example.com,0987939574,901 Street,Nha Trang,USA,2024-07-07
CUST000076,Customer 76,customer76@example.com,0987197983,764 Street,Ho Chi Minh,Japan,2025-06-22
CUST000077,Customer 77,customer77@example.com,0987490906,28 Street,Hai Phong,Singapore,2025-11-19
CUST000078,Customer 78,customer78@example.com,0987255173,887 Street,Hue,Australia,2025-01-21
CUST000079,Customer 79,customer79@example.com,0987396187,436 Street,Da Nang,Japan,2025-02-02
CUST000080,Customer 80,customer80@example.com,0987406341,372 Street,Hanoi,Australia,2025-03-21
CUST000081,Customer 81,customer81@example.com,0987999939,321 Street,Ho Chi Minh,Korea,2025-09-01
CUST000082,Customer 82,customer82@example.com,0987298138,629 Street,Hanoi,Japan,2023-09-15
CUST000083,Customer 83,customer83@example.com,0987968588,827 Street,Da Nang,Singapore,2025-11-18
CUST000084,Customer 84,customer84@example.com,0987623987,660 Street,Hai Phong,UK,2024-09-22
CUST000085,Customer 85,customer85@example.com,0987439569,972 Street,Nha Trang,Australia,2024-07-22
CUST000086,Customer 86,customer86@example.com,0987934860,289 Street,Hanoi,Japan,2024-02-28
CUST000087,Customer 87,customer87@example.com,0987448493,767 Street,Vung Tau,USA,2024-01-04
CUST000088,Customer 88,customer88@example.com,0987616071,495 Street,Nha Trang,Singapore,2025-10-20
CUST000089,Customer 89,customer89@example.com,0987541519,551 Street,Ho Chi Minh,Singapore,2024-05-06
CUST000090,Customer 90,customer90@example.com,0987812382,947 Street,Hue,Korea,2023-11-01
CUST000091,Customer 91,customer91@example.com,0987410222,478 Street,Hanoi,UK,2024-12-12
CUST000092,Customer 92,customer92@example.com,0987381783,832 Street,Vung Tau,Japan,2024-04-23
CUST000093,Customer 93,customer93@example.com,0987322168,218 Street,Hue,Vietnam,2025-11-30
CUST000094,Customer 94,customer94@example.com,0987615368,996 Street,Hanoi,Vietnam,2024-03-30
CUST000095,Customer 95,customer95@example.com,0987391781,378 Street,Nha Trang,Singapore,2023-11-11
CUST000096,Customer 96,customer96@example.com,0987853675,541 Street,Ho Chi Minh,UK,2025-08-09
CUST000097,Customer 97,customer97@example.com,0987855230,485 Street,Nha Trang,Japan,2024-06-24
CUST000098,Customer 98,customer98@example.com,0987663926,45 Street,Can Tho,Japan,2025-07-29
CUST000099,Customer 99,customer99@example.com,0987499139,454 Street,Vung Tau,Japan,2023-06-26
CUST000100,Customer 100,customer100@example.com,0987141846,119 Street,Ho Chi Minh,Australia,2023-06-18
CUST000101,Customer 101,customer101@example.com,0987807890,710 Street,Da Nang,Australia,2024-05-16
CUST000102,Customer 102,customer102@example.com,0987306936,327 Street,Hai Phong,USA,2025-11-10
CUST000103,Customer 103,customer103@example.com,0987758184,179 Street,Ho Chi Minh,Singapore,2024-04-20
CUST000104,Customer 104,customer104@example.com,0987248587,234 Street,Da Nang,Korea,2024-10-05
CUST000105,Customer 105,customer105@example.com,0987167726,434 Street,Can Tho,Japan,2024-10-22
CUST000106,Customer 106,customer106@example.com,0987589413,901 Street,Vung Tau,Japan,2025-06-22
CUST000107,Customer 107,customer107@example.com,0987888454,312 Street,Vung Tau,Australia,2025-08-10
CUST000108,Customer 108,customer108@example.com,0987385727,811 Street,Hai Phong,UK,2023-07-10
CUST000109,Customer 109,customer109@example.com,0987247205,258 Street,Hue,Japan,2024-04-08
CUST000110,Customer 110,customer110@example.com,0987681016,353 Street,Vung Tau,UK,2023-03-30
CUST000111,Customer 111,customer111@example.com,0987449790,396 Street,Can Tho,Japan,2025-11-26
CUST000112,Customer 112,customer112@example.com,0987637393,246 Street,Vung Tau,USA,2024-05-15
CUST000113,Customer 113,customer113@example.com,0987836071,440 Street,Hue,USA,2025-08-21
CUST000114,Customer 114,customer114@example.com,0987917971,195 Street,Can Tho,Japan,2024-11-15
CUST000115,Customer 115,customer115@example.com,0987239474,237 Street,Hanoi,Australia,2023-07-19
CUST000116,Customer 116,customer116@example.com,0987881033,794 Street,Hue,UK,2025-06-29
CUST000117,Customer 117,customer117@example.com,0987300088,475 Street,Hue,Vietnam,2025-01-15
CUST000118,Customer 118,customer118@example.com,0987482207,638 Street,Hue,Australia,2024-12-30
CUST000119,Customer 119,customer119@example.com,0987717210,443 Street,Can Tho,Singapore,2024-06-14
CUST000120,Customer 120,customer120@example.com,0987374235,795 Street,Can Tho,Japan,2024-04-05
CUST000121,Customer 121,customer121@example.com,0987865330,250 Street,Nha Trang,Vietnam,2023-12-06
CUST000122,Customer 122,customer122@example.com,0987813109,266 Street,Hai Phong,Singapore,2023-07-09
CUST000123,Customer 123,customer123@example.com,0987578635,493 Street,Hanoi,Japan,2023-06-02
CUST000124,Customer 124,customer124@example.com,0987552224,678 Street,Hai Phong,Japan,2024-02-16
CUST000125,Customer 125,customer125@example.com,0987153353,540 Street,Da Nang,Vietnam,2025-05-29
CUST000126,Customer 126,customer126@example.com,0987696325,662 Street,Da Nang,Japan,2023-07-06
CUST000127,Customer 127,customer127@example.com,0987262287,955 Street,Nha Trang,USA,2024-12-02
CUST000128,Customer 128,customer128@example.com,0987835233,721 Street,Nha Trang,Vietnam,2025-11-28
CUST000129,Customer 129,customer129@example.com,0987509320,432 Street,Hanoi,Korea,2023-08-21
CUST000130,Customer 130,customer130@example.com,0987843892,473 Street,Hanoi,Vietnam,2023-04-08
CUST000131,Customer 131,customer131@example.com,0987561149,174 Street,Hai Phong,UK,2023-05-03
CUST000132,Customer 132,customer132@example.com,0987239250,188 Street,Ho Chi Minh,Japan,2025-05-22
CUST000133,Customer 133,customer133@example.com,0987383462,346 Street,Vung Tau,Singapore,2024-10-30
CUST000134,Customer 134,customer134@example.com,0987401520,489 Street,Hanoi,Korea,2024-12-23
CUST000135,Customer 135,customer135@example.com,0987635863,430 Street,Nha Trang,USA,2024-01-22
CUST000136,Customer 136,customer136@example.com,0987967669,807 Street,Vung Tau,Japan,2025-09-01
CUST000137,Customer 137,customer137@example.com,0987148128,183 Street,Hai Phong,USA,2024-08-29
CUST000138,Customer 138,customer138@example.com,0987119997,225 Street,Hue,Australia,2023-06-19
CUST000139,Customer 139,customer139@example.com,0987853689,121 Street,Hanoi,Singapore,2023-10-26
CUST000140,Customer 140,customer140@example.com,0987613790,148 Street,Can Tho,UK,2024-01-25
CUST000141,Customer 141,customer141@example.com,0987752070,759 Street,Nha Trang,Singapore,2023-04-29
CUST000142,Customer 142,customer142@example.com,0987474922,256 Street,Hai Phong,Singapore,2025-05-24
CUST000143,Customer 143,customer143@example.com,0987480651,284 Street,Da Nang,Singapore,2024-08-12
CUST000144,Customer 144,customer144@example.com,0987658048,10 Street,Can Tho,Singapore,2023-12-27
CUST000145,Customer 145,customer145@example.com,0987512314,348 Street,Hanoi,Korea,2025-05-10
CUST000146,Customer 146,customer146@example.com,0987955410,672 Street,Da Nang,Vietnam,2023-06-20
CUST000147,Customer 147,customer147@example.com,0987868325,583 Street,Hue,USA,2025-08-25
CUST000148,Customer 148,customer148@example.com,0987494408,294 Street,Hanoi,Japan,2024-09-28
CUST000149,Customer 149,customer149@example.com,0987945109,576 Street,Can Tho,Singapore,2024-10-28
CUST000150,Customer 150,customer150@example.com,0987798652,211 Street,Da Nang,Singapore,2025-01-23
CUST000151,Customer 151,customer151@example.com,0987724868,181 Street,Da Nang,Vietnam,2025-11-21
CUST000152,Customer 152,customer152@example.com,0987281490,143 Street,Vung Tau,USA,2023-03-11
CUST000153,Customer 153,customer153@example.com,0987370381,193 Street,Nha Trang,USA,2024-08-27
CUST000154,Customer 154,customer154@example.com,0987248228,675 Street,Nha Trang,UK,2024-05-15
CUST000155,Customer 155,customer155@example.com,0987592394,960 Street,Nha Trang,Singapore,2024-11-18
CUST000156,Customer 156,customer156@example.com,0987755930,289 Street,Can Tho,USA,2024-07-05
CUST000157,Customer 157,customer157@example.com,0987436861,674 Street,Vung Tau,Korea,2024-02-01
CUST000158,Customer 158,customer158@example.com,0987260031,803 Street,Nha Trang,Vietnam,2023-05-09
CUST000159,Customer 159,customer159@example.com,0987209719,47 Street,Vung Tau,Singapore,2025-01-23
CUST000160,Customer 160,customer160@example.com,0987556282,613 Street,Hai Phong,Vietnam,2024-01-17
CUST000161,Customer 161,customer161@example.com,0987648904,562 Street,Hai Phong,Vietnam,2023-08-11
CUST000162,Customer 162,customer162@example.com,0987346653,242 Street,Can Tho,USA,2025-11-04
CUST000163,Customer 163,customer163@example.com,0987484102,843 Street,Can Tho,USA,2025-11-06
CUST000164,Customer 164,customer164@example.com,0987401232,112 Street,Hue,Vietnam,2025-04-11
CUST000165,Customer 165,customer165@example.com,0987956196,11 Street,Hai Phong,Korea,2023-09-01
CUST000166,Customer 166,customer166@example.com,0987837020,952 Street,Ho Chi Minh,Korea,2023-12-15
CUST000167,Customer 167,customer167@example.com,0987963230,467 Street,Hai Phong,UK,2025-03-31
CUST000168,Customer 168,customer168@example.com,0987741825,790 Street,Da Nang,Singapore,2024-10-14
CUST000169,Customer 169,customer169@example.com,0987332282,889 Street,Vung Tau,Australia,2023-06-07
CUST000170,Customer 170,customer170@example.com,0987279081,729 Street,Vung Tau,Vietnam,2024-07-14
CUST000171,Customer 171,customer171@example.com,0987398637,583 Street,Can Tho,UK,2024-03-08
CUST000172,Customer 172,customer172@example.com,0987604517,548 Street,Da Nang,Korea,2025-10-03
CUST000173,Customer 173,customer173@example.com,0987655842,878 Street,Hue,Australia,2025-11-19
CUST000174,Customer 174,customer174@example.com,0987690282,411 Street,Hai Phong,Japan,2025-07-18
CUST000175,Customer 175,customer175@example.com,0987808126,824 Street,Ho Chi Minh,Australia,2025-04-20
CUST000176,Customer 176,customer176@example.com,0987513389,25 Street,Vung Tau,USA,2024-06-19
CUST000177,Customer 177,customer177@example.com,0987154933,279 Street,Hue,USA,2024-06-22
CUST000178,Customer 178,customer178@example.com,0987555513,431 Street,Hanoi,Japan,2025-06-19
CUST000179,Customer 179,customer179@example.com,0987882178,912 Street,Hue,Singapore,2025-01-15
CUST000180,Customer 180,customer180@example.com,0987457484,84 Street,Ho Chi Minh,Japan,2024-04-12
CUST000181,Customer 181,customer181@example.com,0987192178,2 Street,Nha Trang,USA,2023-12-17
CUST000182,Customer 182,customer182@example.com,0987898800,431 Street,Can Tho,Vietnam,2023-12-17
CUST000183,Customer 183,customer183@example.com,0987892441,178 Street,Nha Trang,Australia,2023-10-28
CUST000184,Customer 184,customer184@example.com,0987420365,267 Street,Da Nang,UK,2025-05-03
CUST000185,Customer 185,customer185@example.com,0987647569,17 Street,Hue,UK,2024-03-27
CUST000186,Customer 186,customer186@example.com,0987358227,452 Street,Hue,Australia,2025-03-18
CUST000187,Customer 187,customer187@example.com,0987329965,92 Street,Hue,Japan,2025-04-09
CUST000188,Customer 188,customer188@example.com,0987449527,753 Street,Can Tho,Japan,2023-12-17
CUST000189,Customer 189,customer189@example.com,0987935108,327 Street,Vung Tau,UK,2023-08-03
CUST000190,Customer 190,customer190@example.com,0987654085,898 Street,Can Tho,Singapore,2023-09-30
CUST000191,Customer 191,customer191@example.com,0987299210,199 Street,Nha Trang,Korea,2023-12-19
CUST000192,Customer 192,customer192@example.com,0987711308,62 Street,Can Tho,Vietnam,2025-10-06
CUST000193,Customer 193,customer193@example.com,0987808309,427 Street,Da Nang,Korea,2025-09-11
CUST000194,Customer 194,customer194@example.com,0987310979,952 Street,Ho Chi Minh,Japan,2025-06-06
CUST000195,Customer 195,customer195@example.com,0987717745,684 Street,Vung Tau,Australia,2024-12-05
CUST000196,Customer 196,customer196@example.com,0987816203,833 Street,Hai Phong,UK,2024-07-28
CUST000197,Customer 197,customer197@example.com,0987460498,485 Street,Hai Phong,Singapore,2023-12-30
CUST000198,Customer 198,customer198@example.com,0987234789,487 Street,Can Tho,USA,2024-10-20
CUST000199,Customer 199,customer199@example.com,0987568896,859 Street,Can Tho,Singapore,2024-11-05
CUST000200,Customer 200,customer200@example.com,0987253063,822 Street,Vung Tau,Japan,2023-07-23
CUST000201,Customer 201,customer201@example.com,0987686980,70 Street,Can Tho,Japan,2025-08-21
CUST000202,Customer 202,customer202@example.com,0987304432,852 Street,Hue,Vietnam,2025-09-10
CUST000203,Customer 203,customer203@example.com,0987834729,800 Street,Nha Trang,UK,2023-08-19
CUST000204,Customer 204,customer204@example.com,0987170419,41 Street,Hue,UK,2023-10-03
CUST000205,Customer 205,customer205@example.com,0987747898,875 Street,Da Nang,Vietnam,2023-12-25
CUST000206,Customer 206,customer206@example.com,0987307871,444 Street,Hai Phong,Australia,2024-09-25
CUST000207,Customer 207,customer207@example.com,0987387920,510 Street,Da Nang,Korea,2024-10-18
CUST000208,Customer 208,customer208@example.com,0987972607,429 Street,Can Tho,UK,2023-03-29
CUST000209,Customer 209,customer209@example.com,0987363983,375 Street,Da Nang,Singapore,2025-04-13
CUST000210,Customer 210,customer210@example.com,0987517396,469 Street,Hai Phong,USA,2024-03-04
CUST000211,Customer 211,customer211@example.com,0987205322,255 Street,Ho Chi Minh,USA,2024-10-31
CUST000212,Customer 212,customer212@example.com,0987904375,37 Street,Ho Chi Minh,Korea,2025-10-31
CUST000213,Customer 213,customer213@example.com,0987170156,611 Street,Da Nang,Korea,2023-10-10
CUST000214,Customer 214,customer214@example.com,0987752425,824 Street,Da Nang,Korea,2023-08-17
CUST000215,Customer 215,customer215@example.com,0987452569,562 Street,Hanoi,Singapore,2025-08-30
CUST000216,Customer 216,customer216@example.com,0987544946,51 Street,Hai Phong,UK,2024-07-25
CUST000217,Customer 217,customer217@example.com,0987328145,358 Street,Nha Trang,Japan,2023-10-22
CUST000218,Customer 218,customer218@example.com,0987559973,186 Street,Ho Chi Minh,Australia,2023-06-01
CUST000219,Customer 219,customer219@example.com,0987346921,459 Street,Da Nang,Vietnam,2024-10-13
CUST000220,Customer 220,customer220@example.com,0987491800,860 Street,Nha Trang,Korea,2023-08-23
CUST000221,Customer 221,customer221@example.com,0987396658,157 Street,Ho Chi Minh,Australia,2023-04-10
CUST000222,Customer 222,customer222@example.com,0987775209,629 Street,Nha Trang,UK,2024-06-28
CUST000223,Customer 223,customer223@example.com,0987861817,867 Street,Hue,Australia,2023-10-01
CUST000224,Customer 224,customer224@example.com,0987410365,757 Street,Ho Chi Minh,USA,2024-05-31
CUST000225,Customer 225,customer225@example.com,0987746046,143 Street,Nha Trang,Korea,2025-08-05
CUST000226,Customer 226,customer226@example.com,0987377393,232 Street,Nha Trang,UK,2025-03-07
CUST000227,Customer 227,customer227@example.com,0987474316,619 Street,Hanoi,Australia,2025-05-27
CUST000228,Customer 228,customer228@example.com,0987501537,767 Street,Can Tho,USA,2024-12-28
CUST000229,Customer 229,customer229@example.com,0987717244,883 Street,Hanoi,Australia,2023-12-02
CUST000230,Customer 230,customer230@example.com,0987587628,411 Street,Nha Trang,UK,2025-08-25
CUST000231,Customer 231,customer231@example.com,0987541664,464 Street,Can Tho,Japan,2023-03-14
CUST000232,Customer 232,customer232@example.com,0987975302,958 Street,Can Tho,USA,2024-03-13
CUST000233,Customer 233,customer233@example.com,0987247444,462 Street,Vung Tau,Korea,2025-03-25
CUST000234,Customer 234,customer234@example.com,0987477937,390 Street,Hue,Japan,2024-01-21
CUST000235,Customer 235,customer235@example.com,0987848004,614 Street,Ho Chi Minh,Singapore,2024-01-06
CUST000236,Customer 236,customer236@example.com,0987497992,322 Street,Vung Tau,Vietnam,2024-02-28
CUST000237,Customer 237,customer237@example.com,0987197188,886 Street,Vung Tau,Australia,2023-11-10
CUST000238,Customer 238,customer238@example.com,0987369038,752 Street,Vung Tau,USA,2025-04-11
CUST000239,Customer 239,customer239@example.com,0987727221,327 Street,Ho Chi Minh,Vietnam,2024-02-18
CUST000240,Customer 240,customer240@example.com,0987298107,278 Street,Hue,Singapore,2024-09-25
CUST000241,Customer 241,customer241@example.com,0987916574,928 Street,Vung Tau,Korea,2024-06-14
CUST000242,Customer 242,customer242@example.com,0987889782,906 Street,Nha Trang,USA,2023-07-21
CUST000243,Customer 243,customer243@example.com,0987687667,311 Street,Vung Tau,Singapore,2023-08-30
CUST000244,Customer 244,customer244@example.com,0987701816,629 Street,Nha Trang,UK,2025-08-23
CUST000245,Customer 245,customer245@example.com,0987129633,444 Street,Hanoi,USA,2024-01-11
CUST000246,Customer 246,customer246@example.com,0987605150,895 Street,Ho Chi Minh,Vietnam,2025-01-22
CUST000247,Customer 247,customer247@example.com,0987344045,543 Street,Hai Phong,Singapore,2023-04-02
CUST000248,Customer 248,customer248@example.com,0987310271,362 Street,Can Tho,Singapore,2024-07-23
CUST000249,Customer 249,customer249@example.com,0987185604,122 Street,Hai Phong,Vietnam,2025-11-30
CUST000250,Customer 250,customer250@example.com,0987222469,706 Street,Vung Tau,Australia,2024-08-28
CUST000251,Customer 251,customer251@example.com,0987792836,72 Street,Nha Trang,USA,2023-08-19
CUST000252,Customer 252,customer252@example.com,0987762349,82 Street,Vung Tau,Japan,2025-04-17
CUST000253,Customer 253,customer253@example.com,0987299280,764 Street,Can Tho,Australia,2024-09-18
CUST000254,Customer 254,customer254@example.com,0987662537,497 Street,Hue,Vietnam,2025-03-10
CUST000255,Customer 255,customer255@example.com,0987566943,109 Street,Ho Chi Minh,Vietnam,2025-05-14
CUST000256,Customer 256,customer256@example.com,0987227670,647 Street,Da Nang,Australia,2024-08-20
CUST000257,Customer 257,customer257@example.com,0987800337,415 Street,Hanoi,Australia,2024-01-17
CUST000258,Customer 258,customer258@example.com,0987472664,462 Street,Vung Tau,Vietnam,2024-12-19
CUST000259,Customer 259,customer259@example.com,0987238081,838 Street,Can Tho,Australia,2023-05-31
CUST000260,Customer 260,customer260@example.com,0987240712,981 Street,Da Nang,UK,2025-09-17
CUST000261,Customer 261,customer261@example.com,0987889283,418 Street,Hanoi,Australia,2025-02-16
CUST000262,Customer 262,customer262@example.com,0987963467,575 Street,Da Nang,Korea,2024-01-30
CUST000263,Customer 263,customer263@example.com,0987479404,202 Street,Ho Chi Minh,USA,2023-06-04
CUST000264,Customer 264,customer264@example.com,0987268052,887 Street,Hue,Japan,2023-10-04
CUST000265,Customer 265,customer265@example.com,0987301610,212 Street,Hai Phong,Japan,2023-10-03
CUST000266,Customer 266,customer266@example.com,0987464485,221 Street,Ho Chi Minh,Vietnam,2023-03-29
CUST000267,Customer 267,customer267@example.com,0987515433,175 Street,Nha Trang,Vietnam,2024-07-27
CUST000268,Customer 268,customer268@example.com,0987503116,653 Street,Vung Tau,Japan,2025-10-06
CUST000269,Customer 269,customer269@example.com,0987344013,325 Street,Hue,UK,2025-09-27
CUST000270,Customer 270,customer270@example.com,0987508402,818 Street,Vung Tau,Korea,2024-09-12
CUST000271,Customer 271,customer271@example.com,0987888869,798 Street,Nha Trang,UK,2025-03-06
CUST000272,Customer 272,customer272@example.com,0987441956,800 Street,Ho Chi Minh,Australia,2025-05-04
CUST000273,Customer 273,customer273@example.com,0987571233,34 Street,Hue,UK,2024-08-25
CUST000274,Customer 274,customer274@example.com,0987547935,512 Street,Da Nang,Japan,2024-04-08
CUST000275,Customer 275,customer275@example.com,0987670256,881 Street,Hue,Singapore,2024-04-06
CUST000276,Customer 276,customer276@example.com,0987729869,887 Street,Hanoi,Singapore,2025-05-30
CUST000277,Customer 277,customer277@example.com,0987874145,350 Street,Nha Trang,Australia,2023-06-09
CUST000278,Customer 278,customer278@example.com,0987477323,710 Street,Hai Phong,Australia,2024-04-03
CUST000279,Customer 279,customer279@example.com,0987635303,283 Street,Ho Chi Minh,Australia,2024-01-06
CUST000280,Customer 280,customer280@example.com,0987194505,394 Street,Ho Chi Minh,Vietnam,2025-11-25
CUST000281,Customer 281,customer281@example.com,0987336435,506 Street,Hai Phong,UK,2024-06-28
CUST000282,Customer 282,customer282@example.com,0987592155,930 Street,Vung Tau,Singapore,2025-09-10
CUST000283,Customer 283,customer283@example.com,0987387801,434 Street,Hanoi,Singapore,2024-02-24
CUST000284,Customer 284,customer284@example.com,0987234475,730 Street,Nha Trang,UK,2023-04-10
CUST000285,Customer 285,customer285@example.com,0987406631,819 Street,Can Tho,Vietnam,2023-05-07
CUST000286,Customer 286,customer286@example.com,0987199768,163 Street,Hanoi,Singapore,2025-02-24
CUST000287,Customer 287,customer287@example.com,0987545271,628 Street,Da Nang,Singapore,2023-03-15
CUST000288,Customer 288,customer288@example.com,0987290821,900 Street,Hanoi,USA,2025-08-25
CUST000289,Customer 289,customer289@example.com,0987984070,678 Street,Ho Chi Minh,USA,2024-07-22
CUST000290,Customer 290,customer290@example.com,0987694291,582 Street,Hanoi,USA,2025-06-26
CUST000291,Customer 291,customer291@example.com,0987373475,356 Street,Hue,UK,2025-04-04
CUST000292,Customer 292,customer292@example.com,0987437826,266 Street,Hanoi,UK,2023-08-14
